company,sector,headline,snippet,pub_date,url,quarter
Ford Motor Company,Automotive,No Longer in Russia,"More than 400 companies have withdrawn, at least temporarily, from Russia since it invaded Ukraine. Some have been there since the fall of communism — symbols of the enduring power of Western culture and commerce.",2022-03-24T09:00:31+0000,https://www.nytimes.com/2022/03/24/business/companies-products-russia.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,Boeing and Ford suspend operations in Russia.,The U.S. manufacturing companies are the latest to shut down offices and factories since Russia invaded Ukraine.,2022-03-02T01:38:57+0000,https://www.nytimes.com/2022/03/01/business/boeing-ford-russia.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,"Ford earned $17.9 billion in 2021, bolstered by a large gain on its Rivian stake.",Ford ended the year with more revenue than General Motors for the second year in a row.,2022-02-03T21:32:30+0000,https://www.nytimes.com/2022/02/03/business/ford-earnings.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,"Toyota Topped G.M. in U.S. Car Sales in 2021, a First for a Foreign Automaker","After struggling to produce cars because of a global computer chip shortage, automakers are trying to move quickly to making electric vehicles.",2022-01-04T15:46:55+0000,https://www.nytimes.com/2022/01/04/business/toyota-car-sales-2021.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,Ford Splits Into Electric and Gas Divisions to Speed Up Transition,"E.V. operations will focus on technology and growth while the traditional business continues to chase profits. “You can’t have people work on both at the same time,” the chief executive said.",2022-03-02T12:05:56+0000,https://www.nytimes.com/2022/03/02/business/economy/ford-model-e.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,"G.M. and Ford, with big operations in Canada, says protests have not hampered them.",The disruptions could limit the movement of parts and cars between factories in the United States and Canada if the situation deteriorates.,2022-02-08T17:41:39+0000,https://www.nytimes.com/2022/02/08/business/protests-in-canada-lead-to-partial-closure-of-a-bridge-used-to-transport-auto-parts.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,Apple Has to Try Hard Now,The tech giant used to give us only a few cool options. Now it has to work harder to win us over.,2022-03-08T17:17:19+0000,https://www.nytimes.com/2022/03/08/technology/apple-products.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,G.M. cancels shifts at a Michigan plant as protests spread disruption.,Ford Motor and Toyota have also shut down some operations because factories could not get parts made in Canada.,2022-02-10T14:32:19+0000,https://www.nytimes.com/2022/02/10/world/canada/canada-protests-autos.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,Deloitte and EY join other big companies exiting Russia.,"The accounting firms said they would sever ties, after similar announcements from their rivals KPMG and PwC.",2022-03-07T16:03:54+0000,https://www.nytimes.com/2022/03/07/business/ey-accounting-russia.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,Auto production restarts after the Ambassador Bridge is cleared.,"But the industry might not return to normal for days, and it still faces a chronic chip shortage that has stunted global production.",2022-02-14T15:40:10+0000,https://www.nytimes.com/2022/02/14/business/canada-protest-auto-supply-chain.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,G.M. will spend $7 billion on Michigan plants to further its electric-vehicle aims.,"The automaker will build a battery plant and overhaul an existing factory to produce electric pickup trucks, creating 4,000 jobs.",2022-01-25T16:00:09+0000,https://www.nytimes.com/2022/01/25/business/general-motors-electric-vehicle-plant.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,G.M. expects production to return to normal this year as a chip shortage eases.,"The company made $10 billion in profit for 2021, a 55 percent increase from 2020.",2022-02-01T21:22:03+0000,https://www.nytimes.com/2022/02/01/business/gm-earnings.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,Why Tesla Soared as Other Automakers Struggled to Make Cars,The yawning disparity between the performance of the electric car company and established automakers last year reflects the technological change roiling the industry.,2022-01-08T10:00:12+0000,https://www.nytimes.com/2022/01/08/business/teslas-computer-chips-supply-chain.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,The U.S. is planning to boost supply of minerals needed for electric vehicles.,"The White House effort is part of a push to reduce America’s dependence on foreign products, particularly those from China.",2022-02-22T22:31:39+0000,https://www.nytimes.com/2022/02/22/business/minerals-electric-vehicles-supply.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,Rivian Loses Its Shine as Investors Fret About Production Delays,"The electric vehicle maker’s stock surged after a public offering last fall but has since plunged, in part because the company failed to meet its 2021 goals.",2022-02-09T14:09:20+0000,https://www.nytimes.com/2022/02/09/business/rivian-stock-electric-cars.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,"Cadillac Lyriq Starts Production, Expanding G.M.’s Electric Lineup","The sport utility vehicle, made in Tennessee, is one of more than 20 E.V. models that General Motors plans to roll out in the U.S. within three years.",2022-03-21T17:27:13+0000,https://www.nytimes.com/2022/03/21/business/gm-cadillac-electric-lyriq.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,Canadian Trucker Protests Snarl an Already Hobbled Auto Industry,"Blockades of U.S.-Canada border crossings could hurt the auto industry, factory workers and the economy, which are still recovering from pandemic disruptions.",2022-02-10T22:50:18+0000,https://www.nytimes.com/2022/02/10/business/economy/canada-protests-cars-automobiles.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,"Stellantis, maker of Chryslers and Jeeps, and LG will spend $4 billion on a new battery factory in Ontario.","The automaker, which was created by the merger of Fiat Chrysler and Peugeot, has lagged in the fast-growing market for electric cars.",2022-03-23T18:58:32+0000,https://www.nytimes.com/2022/03/23/business/stellantis-ontario-battery-factory.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,Volkswagen eyes U.S. market as war in Ukraine disrupts European production.,"Focusing on electric vehicles, Volkswagen aims for growth in North America, though it could face tough competition.",2022-03-16T19:49:11+0000,https://www.nytimes.com/2022/03/16/automobiles/volkswagen-electric-vehicles-us.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,Border Blockades Keep Auto Production and Trade Off Kilter,Some companies are trying to use U.S.-Canada crossings hundreds of miles from the bridges that protesters have blocked.,2022-02-11T16:47:39+0000,https://www.nytimes.com/2022/02/11/world/canada/canada-protests-autos.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,Tesla reports record yearly profit but warns that supply problems persist.,"The carmaker had a profit of $5.5 billion as sales of its electric vehicles kept soaring, especially in China and Europe.",2022-01-26T21:36:26+0000,https://www.nytimes.com/2022/01/26/business/tesla-earnings.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,"Renault, the biggest Western automaker in Russia, halts operations there.",The French company is a partner of Russia’s top car manufacturer.,2022-03-23T23:06:23+0000,https://www.nytimes.com/2022/03/23/business/renault-russia.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,Why This Could Be a Critical Year for Electric Cars,"Booming in a depressed market, battery-powered vehicles are a plus for the climate but pose a big threat to carmakers and parts suppliers that are slow to change.",2022-02-08T08:00:13+0000,https://www.nytimes.com/2022/02/08/business/energy-environment/electric-cars-vehicles.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,"As Tanks Rolled Into Ukraine, So Did Malware. Then Microsoft Entered the War.","After years of talks about the need for public-private partnerships to combat cyberattacks, the war in Ukraine is stress-testing the system.",2022-03-01T00:50:58+0000,https://www.nytimes.com/2022/02/28/us/politics/ukraine-russia-microsoft.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,Want to Buy an Electric Car? Read This First,"As gas prices surge, here are some tips for shopping for electric vehicles.",2022-03-23T12:48:09+0000,https://www.nytimes.com/2022/03/23/us/electric-car-buying-guide.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,Tesla Reports 87% Increase in 2021 Deliveries,The electric-car maker managed substantial growth as Europe and China increasingly propelled sales.,2022-01-02T16:25:04+0000,https://www.nytimes.com/2022/01/02/business/tesla-sales.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,Carmakers Race to Control Next-Generation Battery Technology,"The prize: batteries that would be cheaper, faster to charge and less vulnerable to raw material shortages. Whoever gets there first will have a major advantage.",2022-03-07T10:00:30+0000,https://www.nytimes.com/2022/03/07/business/energy-environment/next-generation-auto-battery.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,"As Automakers Add Technology to Cars, Software Bugs Follow","Faulty computer systems are prompting class-action lawsuits by disgruntled car owners, a symptom of automakers’ bumpy transition to the digital age.",2022-02-08T10:00:10+0000,https://www.nytimes.com/2022/02/08/business/car-software-lawsuits.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,The trucker blockade is starting to take an economic toll.,,2022-02-11T12:02:43+0000,https://www.nytimes.com/2022/02/11/business/the-trucker-blockade-is-starting-to-take-an-economic-toll.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,Can Anyone Satisfy Amazon’s Craving for Electric Vans?,The company has big plans to turn its delivery fleet green. But very few of the vehicles are made right now.,2022-01-18T10:00:17+0000,https://www.nytimes.com/2022/01/18/technology/amazon-electric-vans.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,Corporations Donated Millions to Lawmakers Who Voted to Overturn Election Results,"One year after the Capitol riot, many businesses resumed corporate donations to lawmakers who voted against certifying the 2020 election.",2022-01-06T20:32:07+0000,https://www.nytimes.com/2022/01/06/us/politics/congress-corporate-donations-2020-election-overturn.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,"When Electric Cars Rule the Road, They’ll Need Spots to Power Up",A wireless infrastructure company is betting it can figure out how to locate and install charging stations for a growing wave of new vehicles.,2022-03-03T11:00:08+0000,https://www.nytimes.com/2022/03/03/business/electric-vehicle-chargers-infrastructure.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,"With Multiple Personalities, Polestar Plots Its Post-Volvo Course","The new company, which is aiming to go public this year, has performance E.V.s planned, with Volvo’s safety in its DNA.",2022-03-24T10:00:12+0000,https://www.nytimes.com/2022/03/24/business/polestar-volvo-electric-vehicles-evs.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,3 Little Words to Send a Lamborghini on Its Way,"A novel navigation system, What3words, will be standard on new Huracán models. It divides the globe into 57 trillion 10-foot squares, and leads you to one.",2022-01-27T11:00:10+0000,https://www.nytimes.com/2022/01/27/business/lamborghini-huracan-what3words.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,"Mercedes opens a battery plant in Alabama, part of a Southern wave.","The German automaker, which has made cars in the state for decades, has invested $1 billion in a factory to supply the power for electric vehicles.",2022-03-16T14:08:09+0000,https://www.nytimes.com/2022/03/16/business/energy-environment/mercedes-battery-factory-alabama.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,"Stocks rise as Powell signals steadiness, and oil prices continue to march higher.",The rise in energy prices appeared to be tied to concerns about production limits and potential disruptions to Russian supplies.,2022-03-02T12:28:54+0000,https://www.nytimes.com/2022/03/02/business/stocks-bonds-oil-prices.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,The Week in Business: Peloton’s Tough Times,"Prices continued their steep upward trajectory in January, merger plans hit roadblocks and mask mandates are being lifted.",2022-02-13T12:00:09+0000,https://www.nytimes.com/2022/02/13/business/the-week-in-business-pelotons-tough-times.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,The Tech That Will Invade Our Lives in 2022,"Here we go again: Virtual reality, now called “the metaverse,” will be a thing. So will the smart home.",2022-01-05T10:00:21+0000,https://www.nytimes.com/2022/01/05/technology/personaltech/tech-2022-vr-metaverse.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,Biden Restores California’s Power to Set Stringent Tailpipe Rules,The state is expected to write strict auto pollution standards designed to significantly speed the transition to electric vehicles and influence new federal rules.,2022-03-09T19:01:08+0000,https://www.nytimes.com/2022/03/09/climate/biden-california-tailpipe-waiver.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,"Masks, Trucker Protests, Olympics: Your Wednesday Evening Briefing",Here’s what you need to know at the end of the day.,2022-02-09T22:46:33+0000,https://www.nytimes.com/2022/02/09/briefing/masks-trucker-protests-olympics.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,A Rugged Newcomer Looks to Fill a Void Left by Land Rover,"The Grenadier from INEOS Automotive, brought to life by the billionaire Jim Ratcliffe, is poised to arrive this year.",2022-03-31T10:00:09+0000,https://www.nytimes.com/2022/03/31/business/ineos-grenadier-land-rover-defender.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,"Say Hello Again to the Office, Fingers Crossed",Antsy executives have a message for their employees: Plans to return to in-person work are real this time.,2022-02-24T10:00:17+0000,https://www.nytimes.com/2022/02/24/business/return-to-work-office.html,2022-01-01 to 2022-03-31
Ford Motor Company,Automotive,Must the Shows Go On?,Hollywood’s disrupted awards season is as much about box office as it is about self-congratulation.,2022-01-10T12:10:22+0000,https://www.nytimes.com/2022/01/10/business/dealbook/hollywood-pandemic-box-office.html,2022-01-01 to 2022-03-31
