company,sector,headline,snippet,pub_date,url,quarter
General Motors,Automotive,California Effort to Issue Driver’s Licenses to Immigrants Receives Surge of Applicants,"In the first six months of this year, more than half of the new driver’s licenses issued by California went to undocumented immigrants.",2015-08-08T16:13:31+0000,https://www.nytimes.com/2015/08/09/us/california-effort-to-issue-drivers-licenses-to-immigrants-receives-surge-of-applicants.html,2015-07-01 to 2015-09-30
General Motors,Automotive,Microsoft Leads Movement to Offset Emissions With Internal Carbon Tax  ,"A mixture of moral conviction, economic forecasting and expectations of tougher regulations has spurred Microsoft and others to track their energy use.",2015-09-26T15:51:13+0000,https://www.nytimes.com/2015/09/27/business/energy-environment/microsoft-leads-movement-to-offset-emissions-with-internal-carbon-tax.html,2015-07-01 to 2015-09-30
General Motors,Automotive,"Arnold Scaasi Dies at 85; Dressed Stars and Socialites, His ‘Scaasi Girls’","Mr. Scaasi was known for bringing the techniques of the French couture to prominent American women, including first ladies, socialites and Hollywood stars.",2015-08-04T18:59:40+0000,https://www.nytimes.com/2015/08/05/fashion/arnold-scaasi-a-designer-who-dressed-generations-of-scaasi-girls-dies-at-85.html,2015-07-01 to 2015-09-30
General Motors,Automotive,Volkswagen and the Era of Cheating Software,A car company’s duplicity can help us try to catch a world of technology fraud.,2015-09-23T12:00:05+0000,https://www.nytimes.com/2015/09/24/opinion/volkswagen-and-the-era-of-cheating-software.html,2015-07-01 to 2015-09-30
General Motors,Automotive,Justice Department Sets Sights on Wall Street Executives,New policies prioritize the prosecution of individual employees and put pressure on corporations to turn over evidence against their executives.,2015-09-10T00:00:22+0000,https://www.nytimes.com/2015/09/10/us/politics/new-justice-dept-rules-aimed-at-prosecuting-corporate-executives.html,2015-07-01 to 2015-09-30
General Motors,Automotive,How Many Deaths Did Volkswagen’s Deception Cause in the U.S.?,Public health researchers have formulas to calculate the lives lost from excess pollution.,2015-09-28T20:24:30+0000,https://www.nytimes.com/2015/09/29/upshot/how-many-deaths-did-volkswagens-deception-cause-in-us.html,2015-07-01 to 2015-09-30
General Motors,Automotive,Volkswagen C.E.O. Martin Winterkorn Resigns Amid Emissions Scandal,The move came less than a week after the company admitted that some diesel cars in the United States contained software designed to evade emissions tests.,2015-09-23T15:13:57+0000,https://www.nytimes.com/2015/09/24/business/international/volkswagen-chief-martin-winterkorn-resigns-amid-emissions-scandal.html,2015-07-01 to 2015-09-30
General Motors,Automotive,The Wrath of Volkswagen’s Drivers,"With its admission of fraud in its diesel emissions testing, Volkswagen stands to lose drivers’ trust and the sales comeback it has sought in the United States.",2015-09-22T01:06:36+0000,https://www.nytimes.com/2015/09/22/business/the-wrath-of-volkswagens-drivers.html,2015-07-01 to 2015-09-30
General Motors,Automotive,Industrialist Heir to the Fiat Dynasty Charts His Course,John Elkann clinches his biggest deal yet with the $6.9 billion acquisition of the insurer PartnerRe.,2015-08-04T01:02:48+0000,https://www.nytimes.com/2015/08/04/business/industrialist-heir-to-the-fiat-dynasty-charts-his-course.html,2015-07-01 to 2015-09-30
General Motors,Automotive,It Took E.P.A. Pressure to Get VW to Admit Fault,Volkswagen executives told environmental regulators repeatedly that discrepancies on pollution tests were not a deliberate attempt to deceive Washington officials.,2015-09-22T01:33:25+0000,https://www.nytimes.com/2015/09/22/business/it-took-epa-pressure-to-get-vw-to-admit-fault.html,2015-07-01 to 2015-09-30
