company,sector,headline,snippet,pub_date,url,quarter
General Motors,Automotive,A Recovering but Changed Auto Industry,"United States automakers have emerged from their worst crisis in a generation, but they have lost much along the way.",2015-12-31T20:33:17+0000,https://www.nytimes.com/interactive/2015/12/31/business/wheels-year-end-autos.html,2015-10-01 to 2015-12-31
General Motors,Automotive,Auto Industry Sales Explode in an Ever-Changing Market,The dominance of the three Detroit giants has slipped and foreign brands like Toyota and Kia have filled the gap.,2015-12-31T20:33:24+0000,https://www.nytimes.com/2016/01/01/automobiles/auto-industry-sales-explode-in-an-ever-changing-market.html,2015-10-01 to 2015-12-31
General Motors,Automotive,"Jan. 2, 1966: When Airbags Were More Science Fiction Than Fact",An article about auto safety cited “an air-bag arrangement that would rapidly expand and hold passengers in place the instant a collision occurred.”,2015-12-14T15:17:53+0000,https://www.nytimes.com/2015/12/15/science/jan-2-1966-when-airbags-were-more-science-fiction-than-fact.html,2015-10-01 to 2015-12-31
General Motors,Automotive,Workers Ratify U.A.W. Contracts With General Motors and Ford,"The agreements, following one in October with Fiat Chrysler, brought to a close a tumultuous bargaining season with American vehicle manufacturers.",2015-11-21T01:57:43+0000,https://www.nytimes.com/2015/11/21/business/uaw-contract-with-general-motors-is-ratified-after-delay.html,2015-10-01 to 2015-12-31
General Motors,Automotive,When the Car Reviewer Buys a Car,"An auto journalist has advice for the rest of us: Ask for a lower price even if it seems rock bottom, and expect to be more stressed than you think.",2015-12-10T17:00:46+0000,https://www.nytimes.com/2015/12/11/automobiles/when-the-car-reviewer-buys-a-car.html,2015-10-01 to 2015-12-31
General Motors,Automotive,G.M. Compensated Some Pre-Bankruptcy Crash Victims ,"The automaker had fought for immunity from litigation for accidents before its 2009 bankruptcy, but a new report shows reparations paid to people harmed before that.",2015-12-10T05:02:13+0000,https://www.nytimes.com/2015/12/10/business/gm-compensated-some-pre-bankruptcy-crash-victims.html,2015-10-01 to 2015-12-31
General Motors,Automotive,G.M. Will Import Buicks Made in China to the U.S. ,"Introduced last year in China, the Buick Envision would be imported to the United States next year, as G.M. tries to maximize its global production.",2015-12-05T01:37:07+0000,https://www.nytimes.com/2015/12/05/business/gm-will-import-buicks-made-in-china-to-the-us.html,2015-10-01 to 2015-12-31
General Motors,Automotive,"While U.S. Car Sales Jump, VW’s Plunge",Volkswagen said the impact of a widening emissions scandal caused its sales to fall nearly 25 percent during November.,2015-12-01T18:49:33+0000,https://www.nytimes.com/2015/12/02/business/while-us-car-sales-jump-vws-plunge.html,2015-10-01 to 2015-12-31
General Motors,Automotive,ICBC Standard Bank to Pay Nearly $33 Million in Bribery Case,The settlement with the Serious Fraud Office of Britain is the first use of a so-called deferred prosecution agreement under new rules in Britain.,2015-11-30T16:23:27+0000,https://www.nytimes.com/2015/12/01/business/dealbook/icbc-standard-bank-to-pay-nearly-33-million-in-bribery-case.html,2015-10-01 to 2015-12-31
General Motors,Automotive,U.A.W. Contracts Change Math for Detroit Automakers,Deals to address a two-tier wage structure will add to the pressure to maintain earnings and could move less-profitable production to Mexico.,2015-11-25T02:05:09+0000,https://www.nytimes.com/2015/11/25/business/new-uaw-contracts-land-best-terms-in-over-a-decade.html,2015-10-01 to 2015-12-31
General Motors,Automotive,"Renault Espace Exceeds Pollution Limits, German Environmental Group Says","The latest test data comes as European automakers await the results of broader, official tests by the German agency that oversees motor vehicles.",2015-11-24T12:26:38+0000,https://www.nytimes.com/2015/11/25/business/international/renault-van-pollution-limits.html,2015-10-01 to 2015-12-31
General Motors,Automotive,U.A.W. Vote at Ford and G.M. Ends Painful Process for Big Three,"The new contracts, which were finalized after a painstaking process, include raises and bonuses for all unionized workers and provide a path for newer employees to eventually achieve wage parity with veteran workers.",2015-11-21T16:57:54+0000,https://www.nytimes.com/2015/11/22/business/uaw-workers-narrowly-ratify-contracts-with-ford-and-gm.html,2015-10-01 to 2015-12-31
General Motors,Automotive,General Motors and U.A.W. Reach Tentative Contract Accord,"The announcement, minutes before the previous agreement was set to expire, follows a labor accord last week with Fiat Chrysler.",2015-10-26T05:10:45+0000,https://www.nytimes.com/2015/10/26/business/general-motors-uaw-labor-contract-agreement.html,2015-10-01 to 2015-12-31
General Motors,Automotive,Autoworkers at Ford Tentatively Approve New Contract,"Voting continued on a contract at General Motors, but passage is expected there as well.",2015-11-06T22:19:37+0000,https://www.nytimes.com/2015/11/07/business/autoworkers-at-ford-tentatively-approve-new-contract.html,2015-10-01 to 2015-12-31
